Metabolite	Common_metabolite_name	KEGG_ID	HMDB_ID	SMILES_metabolite
Betaine aldehyde hydrate	Betaine aldehyde	C07345		C[N+](C)(C)CC(O)O
Adenosine	Adenosine	C00212	HMDB00050	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Xanthurenic acid	Xanthurenic acid	C02470	HMDB00881	OC(=O)C1=NC2=C(O)C=CC=C2C(O)=C1
D-Lactose	Alpha-Lactose	C00243	HMDB00186	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
D-Glutamine	D-Glutamine	C00819	HMDB03423	N[C@H](CCC(N)=O)C(O)=O
DL-3-Ureidoisobutyric acid	Ureidoisobutyric acid	C05100	HMDB02031	CC(CNC(N)=O)C(O)=O
L-Glutamine	L-Glutamine	C00064	HMDB00641	N[C@@H](CCC(N)=O)C(O)=O
Dimethylaminopurine	6-Dimethylaminopurine		HMDB00473	CN(C)C1=NC=NC2=C1NC=N2
Dephosphocoenzyme A	Dephospho-CoA	C00882	HMDB01373	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCS
O-Phosphorylethanolamine	O-Phosphoethanolamine	C00346	HMDB00224	NCCOP(O)(O)=O
Cadaverine	Cadaverine	C01672	HMDB02322	NCCCCCN
2-Deoxyguanosine 5-diphosphate	dGDP	C00361	HMDB00960	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O2)C(=O)N1
Adenosine diphosphate	ADP	C00008	HMDB01341	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
NADH	NADH	C00004	HMDB01487	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
NADPH	NADPH	C00005	HMDB00221	NC(=O)C1=CN(C=CC1)[C@H]1O[C@@H](COP(O)(=O)OP(O)(=O)OC[C@@H]2O[C@@H]([C@@H](OP(O)(O)=O)[C@H]2O)N2C=NC3=C(N)N=CN=C23)[C@H](O)[C@@H]1O
Uric acid	Uric acid	C00366	HMDB00289	O=C1NC2=C(N1)C(=O)NC(=O)N2
Thiamine pyrophosphate	Thiamine pyrophosphate	C00068	HMDB01372	CC1=C(CCO[P@](O)(=O)OP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N
Carnitine	L-Carnitine	C00487	HMDB00062	C[N+](C)(C)C[C@H](O)CC([O-])=O
Betaine	Betaine	C00719	HMDB00043	C[N+](C)(C)CC([O-])=O
D-Glucosamine	Glucosamine	C00329	HMDB01514	N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
4-Imidazoleacrylic acid	Urocanic acid	C00785	HMDB00301	OC(=O)\C=C\C1=CNC=N1
Phosphatidylethanolamine	Phosphatidylethanolamine	C00416		CCCCCC(=O)OC[C@H](CO[P@@](=O)(O)OCCN)OC(=O)CCCCC
3-Hydroxybutyryl coenzyme A	3-Hydroxybutyryl-CoA	C01144	HMDB01166	C[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
"D-myo-Inositol-1,4,5-triphosphate"	"Inositol 1,4,5-trisphosphate"	C01245	HMDB01498	O[C@@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](O)[C@@H]1OP(O)(O)=O
Putrescine	Putrescine	C00134	HMDB01414	NCCCCN
D-Sedoheptulose 7-phosphate	D-Sedoheptulose 7-phosphate	C05382	HMDB01068	OCC1(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O
O-Phospho-L-serine	Phosphoserine	C01005	HMDB00272	N[C@@H](COP(O)(O)=O)C(O)=O
"D-myo-Inositol-1,4,5-triphosphate"	"Inositol 1,4,5-trisphosphate"	C01245	HMDB01498	O[C@@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](O)[C@@H]1OP(O)(O)=O
Norepinephrine	Norepinephrine	C00547	HMDB00216	NC[C@H](O)C1=CC(O)=C(O)C=C1
Pyridoxine	Pyridoxine	C00314	HMDB00239	CC1=NC=C(CO)C(CO)=C1O
Dihydrothymine	Dihydrothymine	 C00906	HMDB00079	CC1CNC(=O)NC1=O
Betaine aldehyde hydrate	Betaine aldehyde	C07345		C[N+](C)(C)CC(O)O
Carnitine	L-Carnitine	C00487	HMDB00062	C[N+](C)(C)C[C@H](O)CC([O-])=O
O-Acetyl-L-carnitine	L-Acetylcarnitine	C02571	HMDB00201	CC(=O)OC(CC([O-])=O)C[N+](C)(C)C
Xanthine	Xanthine	C00385	HMDB00292	O=C1NC2=C(NC=N2)C(=O)N1
"3,3-Dimethylacrylic acid"	Senecioic acid		HMDB00509	CC(C)=CC(O)=O
2-Deoxyadenosine	Deoxyadenosine	C00559	HMDB00101	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1
Dimethylaminopurine	6-Dimethylaminopurine		HMDB00473	CN(C)C1=NC=NC2=C1NC=N2
NADP	NADP	C00006	HMDB00217	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
Thymine	Thymine	C00178	HMDB00262	CC1=CNC(=O)NC1=O
"N,N-Diacetylchitobiose"	Chitobiose	C01674	HMDB03556	CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(O)=O)[C@@H]1O
Nicotinamide adenine dinucleotide	NAD	 C00003	HMDB00902	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O
2-Deoxy-D-ribose	Deoxyribose	C01801	HMDB03224	OC[C@@H]1O[C@H](O)C[C@H]1O
Nicotinamide ribotide	Nicotinamide ribotide	C00455	HMDB00229	NC(=O)C1=CC=C[N+](=C1)[C@@H]1O[C@H](COP(O)([O-])=O)[C@@H](O)[C@H]1O
Cysteamine	Cysteamine	C01678	HMDB02991	NCCS
2-Deoxyinosine	Deoxyinosine	C05512	HMDB00071	OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CN=C2O
D-Glucosamine	Glucosamine	C00329	HMDB01514	N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
Nicotinamide hypoxanthine dinucleotide	NHD	C04423		c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4[nH]cnc5=O)O)O)O)O)C(=O)N
Adenosine	Adenosine	C00212	HMDB00050	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
2-Deoxyguanosine 5-triphosphate	dGTP	C00286	HMDB01440	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)C(=O)N1
Adenosine triphosphate	Adenosine triphosphate	C00002	HMDB00538	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
O-Phospho-L-serine	Phosphoserine	C01005	HMDB00272	N[C@@H](COP(O)(O)=O)C(O)=O
Nicotinic acid	Nicotinic acid	C00253	HMDB01488	OC(=O)C1=CN=CC=C1
Betaine aldehyde hydrate	Betaine aldehyde	C07345		C[N+](C)(C)CC(O)O
Acetylcholine	Acetylcholine 	C01996	HMDB00895	CC(=O)OCC[N+](C)(C)C
O-Acetyl-L-carnitine	L-Acetylcarnitine	C02571	HMDB00201	CC(=O)OC(CC([O-])=O)C[N+](C)(C)C
Betaine aldehyde	Betaine aldehyde	C00576	HMDB01252	C[N+](C)(C)CC=O
Cis-4-Hydroxy-D-proline	cis-4-Hydroxy-D-proline	C03440	HMDB60460	O[C@H]1CN[C@H](C1)C(O)=O
Trans-4-Hydroxy-L-proline	4-Hydroxyproline	C01157	HMDB00725	O[C@H]1CN[C@@H](C1)C(O)=O
6-Deoxy-L-galactonic acid	6-Deoxy-L-galactonic acid	C01720		C[C@@H]([C@H]([C@H]([C@@H](C(=O)O)O)O)O)O
Epinephrine	Epinephrine	C00788	HMDB00068	CNC[C@H](O)C1=CC=C(O)C(O)=C1
2-Aminoadipic acid	Aminoadipic acid	C00956	HMDB00510	NC(CCCC(O)=O)C(O)=O
4-Imidazoleacetic acid	Imidazoleacetic acid	C02835	HMDB02024	OC(=O)CC1=CN=CN1
Dimethylaminopurine	6-Dimethylaminopurine		HMDB00473	CN(C)C1=NC=NC2=C1NC=N2
4-Aminobutanoate	Gamma-Aminobutyric acid	C00334	HMDB00112	NCCCC(O)=O
"N,N-Dimethylglycine"	Dimethylglycine	C01026	HMDB00092	CN(C)CC(O)=O
D-Glucosamine	Glucosamine	C00329	HMDB01514	N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
2-Deoxy-D-ribose	Deoxyribose	C01801	HMDB03224	OC[C@@H]1O[C@H](O)C[C@H]1O
L-Cysteic acid	Cysteic acid	C00506	HMDB02757	NC(CS(O)(=O)=O)C(O)=O
D-Glutamine	D-Glutamine	C00819	HMDB03423	N[C@H](CCC(N)=O)C(O)=O
DL-3-Ureidoisobutyric acid	Ureidoisobutyric acid	C05100	HMDB02031	CC(CNC(N)=O)C(O)=O
L-Glutamine	L-Glutamine	C00064	HMDB00641	N[C@@H](CCC(N)=O)C(O)=O
Choline	Choline	C00114	HMDB00097	C[N+](C)(C)CCO
4-Methylthio-2-oxobutanoic acid	2-Oxo-4-methylthiobutanoic acid	C01180	HMDB01553	CSCCC(=O)C(O)=O
Deoxyadenosine monophosphate	Deoxyadenosine monophosphate	C00360	HMDB00905	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1
5-Phospho-D-ribose 1-diphosphate	Phosphoribosyl pyrophosphate	C00119	HMDB00280	O[C@H]1[C@@H](O)[C@@H](OP(O)(=O)OP(O)(O)=O)O[C@@H]1COP(O)(O)=O
N-Acetyl-D-glucosamine 6-phosphate	N-Acetyl-D-Glucosamine 6-Phosphate	C00357	HMDB01062	CC(=O)N[C@H]1C(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
Adenine	Adenine	C00147	HMDB00034	NC1=NC=NC2=C1NC=N2
"D-Erythrono-1,4-lactone"	"Erythrono-1,4-lactone"		HMDB00349	O[C@@H]1COC(=O)[C@@H]1O
D-Tagatose 6-phosphate	D-Tagatose 6-phosphate	C01097	HMDB06873	OCC1(O)O[C@H](COP(O)(O)=O)[C@H](O)[C@@H]1O
Dihydrothymine	Dihydrothymine	 C00906	HMDB00079	CC1CNC(=O)NC1=O
AICAR	AICAR	C04677	HMDB01517	NC(=O)C1=C(N)N(C=N1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
Xanthine	Xanthine	C00385	HMDB00292	O=C1NC2=C(NC=N2)C(=O)N1
Acetyl coenzyme A	Acetyl-CoA	C00024	HMDB01206	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
Hippuric acid	Hippuric acid	C01586	HMDB00714	OC(=O)CNC(=O)C1=CC=CC=C1
2-Deoxyadenosine	Deoxyadenosine	C00559	HMDB00101	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1
L-Tyrosine	L-Tyrosine	C00082	HMDB00158	N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
Trans-beta-Hydromuconic acid	3-Hexenedioic acid		HMDB00393	OC(=O)C\C=C\CC(O)=O
L-Fucose	L-Fucose	C01019	HMDB00174	C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O
4-Imidazoleacetic acid	Imidazoleacetic acid	C02835	HMDB02024	OC(=O)CC1=CN=CN1
5-Methoxy-3-indoleacetic acid	5-Methoxyindoleacetate	C05660	HMDB04096	COC1=CC2=C(NC=C2CC(O)=O)C=C1
Malonyl coenzyme A	Malonyl-CoA	C00083	HMDB01175	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)=O
D-Glucose	D-Glucose	C00031	HMDB00122	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
D-Mannose	D-Mannose	C00159	HMDB00169	OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
Guanine	Guanine	C00242	HMDB00132	NC1=NC(=O)C2=C(N1)N=CN2
L-Carnosine	Carnosine	C00386	HMDB00033	NCCC(=O)N[C@@H](CC1=CN=CN1)C(O)=O
Nicotinamide hypoxanthine dinucleotide	NHD	C04423		c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4[nH]cnc5=O)O)O)O)O)C(=O)N
Betaine aldehyde hydrate	Betaine aldehyde	C07345		C[N+](C)(C)CC(O)O
NADPH	NADPH	C00005	HMDB00221	NC(=O)C1=CN(C=CC1)[C@H]1O[C@@H](COP(O)(=O)OP(O)(=O)OC[C@@H]2O[C@@H]([C@@H](OP(O)(O)=O)[C@H]2O)N2C=NC3=C(N)N=CN=C23)[C@H](O)[C@@H]1O
Guanosine 5-monophosphate	Guanosine monophosphate	C00144	HMDB01397	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1
Deoxyadenosine monophosphate	Deoxyadenosine monophosphate	C00360	HMDB00905	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1
5-Phospho-D-ribose 1-diphosphate	Phosphoribosyl pyrophosphate	C00119	HMDB00280	O[C@H]1[C@@H](O)[C@@H](OP(O)(=O)OP(O)(O)=O)O[C@@H]1COP(O)(O)=O
Xanthosine 5-monophosphate	Xanthylic acid	C00655	HMDB01554	O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1NC(=O)NC2=O
D-Tagatose 6-phosphate	D-Tagatose 6-phosphate	C01097	HMDB06873	OCC1(O)O[C@H](COP(O)(O)=O)[C@H](O)[C@@H]1O
Adenosine monophosphate	Adenosine monophosphate	C00020	HMDB00045	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
Guanosine 5-monophosphate	Guanosine monophosphate	C00144	HMDB01397	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1
Deoxyadenosine diphosphate	dADP	 C00206	HMDB01508	NC1=NC=NC2=C1N=CN2C1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1
D-Glycerol 1-phosphate	Glycerol 3-phosphate	C00093	HMDB00126	OC[C@@H](O)COP(O)(O)=O
Xanthine	Xanthine	C00385	HMDB00292	O=C1NC2=C(NC=N2)C(=O)N1
2-Deoxyadenosine	Deoxyadenosine	C00559	HMDB00101	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1
Trans-beta-Hydromuconic acid	3-Hexenedioic acid		HMDB00393	OC(=O)C\C=C\CC(O)=O
N-Acetyl-D-glucosamine 6-phosphate	N-Acetyl-D-Glucosamine 6-Phosphate	C00357	HMDB01062	CC(=O)N[C@H]1C(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
Dihydrothymine	Dihydrothymine	 C00906	HMDB00079	CC1CNC(=O)NC1=O
Acetyl coenzyme A	Acetyl-CoA	C00024	HMDB01206	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
4-Imidazoleacetic acid	Imidazoleacetic acid	C02835	HMDB02024	OC(=O)CC1=CN=CN1
D-Proline	D-Proline	C00763	HMDB03411	OC(=O)[C@H]1CCCN1
L-Proline	L-Proline	C00148	HMDB00162	OC(=O)[C@@H]1CCCN1
L-Tyrosine	L-Tyrosine	C00082	HMDB00158	N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
Phosphocreatine	Phosphocreatine	C02305	HMDB01511	CN(CC(O)=O)C(=N)NP(O)(O)=O
Betaine aldehyde hydrate	Betaine aldehyde	C07345		C[N+](C)(C)CC(O)O
3-Aminopiperidin-2-one	3-Amino-2-piperidone		HMDB00323	NC1CCCNC1=O
Epinephrine	Epinephrine	C00788	HMDB00068	CNC[C@H](O)C1=CC=C(O)C(O)=C1
Adenine	Adenine	C00147	HMDB00034	NC1=NC=NC2=C1NC=N2
Betaine aldehyde	Betaine aldehyde	C00576	HMDB01252	C[N+](C)(C)CC=O
"D-Erythrono-1,4-lactone"	"Erythrono-1,4-lactone"		HMDB00349	O[C@@H]1COC(=O)[C@@H]1O
Guanine	Guanine	C00242	HMDB00132	NC1=NC(=O)C2=C(N1)N=CN2
Glyoxylate	Glyoxylic acid	C00048	HMDB00119	OC(=O)C=O
Thymine	Thymine	C00178	HMDB00262	CC1=CNC(=O)NC1=O
Hippuric acid	Hippuric acid	C01586	HMDB00714	OC(=O)CNC(=O)C1=CC=CC=C1
L-Fucose	L-Fucose	C01019	HMDB00174	C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O
5-Methoxy-3-indoleacetic acid	5-Methoxyindoleacetate	C05660	HMDB04096	COC1=CC2=C(NC=C2CC(O)=O)C=C1
2-Amino-3-methoxybenzoic acid	3-Methoxyanthranilate	C05831	HMDB60374	COC1=CC=CC(C(O)=O)=C1N
DL-2-Amino-3-phosphonopropionic acid	2-Amino-3-phosphonopropionic acid	C05672	HMDB00370	NC(CP(O)(O)=O)C(O)=O
L-Malic acid	L-Malic acid	C00149	HMDB00156	O[C@@H](CC(O)=O)C(O)=O
Hippuric acid	Hippuric acid	C01586	HMDB00714	OC(=O)CNC(=O)C1=CC=CC=C1
PIP3	"Phosphatidylinositol-3,4,5-trisphosphate"	C05981	HMDB04249	CC(=O)OC(COP(O)(=O)O[C@@H]1[C@H](O)[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H]1O)OC(C)=O
O-Phospho-L-serine	Phosphoserine	C01005	HMDB00272	N[C@@H](COP(O)(O)=O)C(O)=O
D-Sedoheptulose 7-phosphate	D-Sedoheptulose 7-phosphate	C05382	HMDB01068	OCC1(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O
Maleic acid	Maleic acid	C01384	HMDB00176	OC(=O)\C=C/C(O)=O
Orotidine 5-monophosphate	Orotidylic acid	C01103	HMDB00218	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C(=O)NC(=O)C=C1C(O)=O
"D-myo-Inositol-1,4,5-triphosphate"	"Inositol 1,4,5-trisphosphate"	C01245	HMDB01498	O[C@@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](O)[C@@H]1OP(O)(O)=O
2-Deoxyguanosine 5-triphosphate	dGTP	C00286	HMDB01440	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)C(=O)N1
Adenosine triphosphate	Adenosine triphosphate	C00002	HMDB00538	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
Nicotinamide ribotide	Nicotinamide ribotide	C00455	HMDB00229	NC(=O)C1=CC=C[N+](=C1)[C@@H]1O[C@H](COP(O)([O-])=O)[C@@H](O)[C@H]1O
Nicotinamide adenine dinucleotide	NAD	 C00003	HMDB00902	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O
Phenethylamine	Phenylethylamine	C05332	HMDB12275	NCCC1=CC=CC=C1
"D-Fructose 1,6-bisphosphate"	"beta-D-Fructose 1,6-bisphosphate"	C05378	HMDB60444	O[C@H]1[C@H](O)[C@@](O)(COP(O)(O)=O)O[C@@H]1COP(O)(O)=O
"D-Glucose 1,6-bisphosphate"	"Alpha-D-Glucose 1,6-bisphosphate"	C01231	HMDB03514	O[C@H]1[C@H](O)[C@@H](COP(O)(O)=O)O[C@H](OP(O)(O)=O)[C@@H]1O
Indole-3-pyruvic acid	Indolepyruvate	C00331	HMDB60484	OC(=O)C(=O)CC1=CNC2=CC=CC=C12
Uridine 5-diphosphate	Uridine 5'-diphosphate	C00015	HMDB00295	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O
Succinyl coenzyme A	Succinyl-CoA	C00091	HMDB01022	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O
NADP	NADP	C00006	HMDB00217	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
Cytidine monophosphate	Cytidine monophosphate	C00055	HMDB00095	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
Deoxyadenosine diphosphate	dADP	 C00206	HMDB01508	NC1=NC=NC2=C1N=CN2C1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1
"DL-3,4-Dihydroxymandelic acid"	"3,4-Dihydroxymandelic acid"	C05580	HMDB01866	OC(C(O)=O)C1=CC=C(O)C(O)=C1
Hypotaurine	Hypotaurine	C00519	HMDB00965	NCCS(O)=O
Benzoate	Benzoic acid	C00180	HMDB01870	OC(=O)C1=CC=CC=C1
3-Methoxytyramine	3-Methoxytyramine	C05587	HMDB00022	COC1=C(O)C=CC(CCN)=C1
Riboflavin 5-monophosphate	Flavin Mononucleotide	C00061	HMDB01520	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=NC(=O)NC(=O)C1=N2
Glyoxylate	Glyoxylic acid	C00048	HMDB00119	OC(=O)C=O
Tyramine	Tyramine	C00483	HMDB00306	NCCC1=CC=C(O)C=C1
2-Deoxycytidine 5-diphosphate	dCDP	C00705	HMDB01245	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1
Acetyl coenzyme A	Acetyl-CoA	C00024	HMDB01206	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
Thiamine pyrophosphate	Thiamine pyrophosphate	C00068	HMDB01372	CC1=C(CCO[P@](O)(=O)OP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N
Adenine	Adenine	C00147	HMDB00034	NC1=NC=NC2=C1NC=N2
"D-Erythrono-1,4-lactone"	"Erythrono-1,4-lactone"		HMDB00349	O[C@@H]1COC(=O)[C@@H]1O
Nicotinamide hypoxanthine dinucleotide	NHD	C04423		c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4[nH]cnc5=O)O)O)O)O)C(=O)N
Cytidine 5-diphosphate	CDP	C00112	HMDB01546	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
Taurine	Taurine	C00245	HMDB00251	NCCS(O)(=O)=O
Nicotinamide adenine dinucleotide	NAD	 C00003	HMDB00902	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O
Cyclic AMP	Cyclic AMP	C00575	HMDB00058	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H]2COP(O)(=O)O[C@H]2[C@H]1O
Flavin adenine dinucleotide	FAD	C00016	HMDB01248	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2
"D-myo-Inositol-1,4,5-triphosphate"	"Inositol 1,4,5-trisphosphate"	C01245	HMDB01498	O[C@@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](O)[C@@H]1OP(O)(O)=O
Nicotinamide	Niacinamide	C00153	HMDB01406	NC(=O)C1=CN=CC=C1
3-Hydroxy-3-methylglutaryl coenzyme A	3-Hydroxy-3-methylglutaryl-CoA	C00356	HMDB01375	C[C@](O)(CC(O)=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
Malonyl coenzyme A	Malonyl-CoA	C00083	HMDB01175	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)=O
"2,3-Diphospho-D-glyceric acid"	"2,3-Diphosphoglyceric acid"	C01159	HMDB01294	OC(=O)[C@@H](COP(O)(O)=O)OP(O)(O)=O
Nicotinamide hypoxanthine dinucleotide	NHD	C04423		c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4[nH]cnc5=O)O)O)O)O)C(=O)N
Nicotinamide ribotide	Nicotinamide ribotide	C00455	HMDB00229	NC(=O)C1=CC=C[N+](=C1)[C@@H]1O[C@H](COP(O)([O-])=O)[C@@H](O)[C@H]1O
