Metabolite	Query_protein	Protein_name	Gene_ID	Uniprot_ID	Protein_complex	log2_abundance	log2_abundance_corrected	met_mean	met_sd	p_value	q_value	Common_metabolite_name	MIDAS_ID	Pool	Screened_concentration_µM	KEGG_ID	HMDB_ID	SMILES_metabolite	KEGG_pathway_association
"N,N-Diacetylchitobiose"	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-1.50650436	-0.725150131	-0.002348784	0.089630902	7.37E-16	8.74E-14	Chitobiose	CNC_100	2	50	C01674	HMDB03556	CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(O)=O)[C@@H]1O	Amino sugar and nucleotide sugar metabolism;ABC transporters
Adenosine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		0.728492401	0.852744869	-0.018204638	0.110003203	2.42E-15	2.78E-13	Adenosine	4C_14	1	50	C00212	HMDB00050	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	Purine metabolism;ABC transporters;cGMP-PKG signaling pathway;cAMP signaling pathway;Sphingolipid signaling pathway;Neuroactive ligand-receptor interaction;Vascular smooth muscle contraction;Regulation of lipolysis in adipocytes;Renin secretion;Parkinson disease;Morphine addiction;Alcoholism
Isobutyrylglycine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.150935698	0.239873926	-0.014550716	0.032516415	5.10E-15	5.75E-13	Isobutyrylglycine	CNC_173	3	50		HMDB00730	CC(C)C(=O)NCC(O)=O	
Methylmalonic acid	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.200253185	0.364097293	-0.016125095	0.04904253	8.98E-15	9.95E-13	Methylmalonic acid	M_5	3	50	C02170	HMDB00202	CC(C(O)=O)C(O)=O	"Pyrimidine metabolism;Valine, leucine and isoleucine degradation;Propanoate metabolism"
Succinic acid	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.200253185	0.364097293	-0.016125095	0.04904253	8.98E-15	9.95E-13	Succinic acid	S_1	3	50	C00042	HMDB00254	OC(=O)CCC(O)=O	"Citrate cycle (TCA cycle);Oxidative phosphorylation;Alanine, aspartate and glutamate metabolism;Lysine degradation;Tyrosine metabolism;Phenylalanine metabolism;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;Butanoate metabolism;Nicotinate and nicotinamide metabolism;Sulfur metabolism;Carbon metabolism;cAMP signaling pathway;GABAergic synapse;Glucagon signaling pathway;Central carbon metabolism in cancer"
Pyridoxamine-5-phosphate	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.96655996	-0.350307247	-0.000411257	0.045491591	1.45E-14	1.58E-12	Pyridoxamine 5'-phosphate	CNC_144	3	50	C00647	HMDB01555	CC1=NC=C(COP(O)(O)=O)C(CN)=C1O	Vitamin B6 metabolism;Vitamin digestion and absorption
3-Hydroxypropionic acid	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.029971101	0.309536459	-0.009379912	0.041686172	2.00E-14	2.16E-12	Hydroxypropionic acid	4C_11	3	500	C01013	HMDB00700	OCCC(O)=O	Pyrimidine metabolism;beta-Alanine metabolism;Propanoate metabolism;Carbon metabolism
D-Glyceraldehyde	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.029971101	0.309536459	-0.009379912	0.041686172	2.00E-14	2.16E-12	Glyceraldehyde	4C_5	3	50	C00577	HMDB01051	OCC(O)C=O	Pentose phosphate pathway;Fructose and mannose metabolism;Galactose metabolism;Glycerolipid metabolism;Carbon metabolism
L-Lactic acid	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.029971101	0.309536459	-0.009379912	0.041686172	2.00E-14	2.16E-12	L-Lactic acid	4C_3	3	500	C00186	HMDB00190	C[C@H](O)C(O)=O	Glycolysis / Gluconeogenesis;Fructose and mannose metabolism;Pyruvate metabolism;Propanoate metabolism;cAMP signaling pathway;HIF-1 signaling pathway;Glucagon signaling pathway;Central carbon metabolism in cancer
Nalpha-Acetyl-L-lysine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.169656139	0.199166526	-0.02207363	0.029102238	2.91E-14	3.10E-12	N-Alpha-acetyllysine	CNC_167	3	50	C12989	HMDB00446	CC(=O)NC(CCCCN)C(O)=O	
Ne-Acetyl-lysine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.169656139	0.199166526	-0.02207363	0.029102238	2.91E-14	3.10E-12	N6-Acetyl-L-lysine	CNC_164	3	50	C02727	HMDB00206	CC(=O)NCCCC[C@H](N)C(O)=O	Lysine degradation
Acetyl coenzyme A	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-2.66100822	2.107331141	-0.049696197	0.284868616	3.67E-14	3.86E-12	Acetyl-CoA	CNC_84	2	50	C00024	HMDB01206	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N	"Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Fatty acid biosynthesis;Fatty acid elongation;Fatty acid degradation;Synthesis and degradation of ketone bodies;Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine biosynthesis;Lysine degradation;Phenylalanine metabolism;Tryptophan metabolism;beta-Alanine metabolism;Taurine and hypotaurine metabolism;Glutathione metabolism;Inositol phosphate metabolism;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;Butanoate metabolism;Terpenoid backbone biosynthesis;Carbon metabolism;Fatty acid metabolism;HIF-1 signaling pathway;AMPK signaling pathway;Ferroptosis;Thermogenesis;Cholinergic synapse;Glucagon signaling pathway;Insulin resistance;Bile secretion;Central carbon metabolism in cancer"
Xanthosine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.016260491	0.4102693	0.004092317	0.054715579	1.14E-13	1.15E-11	Xanthosine	X_4	3	50	C01762	HMDB00299	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=C(O)N=C2O	Purine metabolism;Caffeine metabolism;ABC transporters
S-Lactoylglutathione	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		0.29348897	1.384819034	-0.072824486	0.197183375	1.44E-13	1.44E-11	S-Lactoylglutathione	CNC_28	4	50	C03451	HMDB01066	C[C@@H](O)C(=O)SC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O	Pyruvate metabolism
5-Methyluridine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.732742894	-0.446796286	0.013072336	0.063631867	4.94E-13	4.71E-11	Ribothymidine	CNC_103	1	50		HMDB00884	CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)NC1=O	
dUTP	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-7.722710143	2.448339212	0.13566916	0.340461916	1.10E-11	9.35E-10	Deoxyuridine triphosphate	20C_81	4	50	 C00460	HMDB01191	O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O	Pyrimidine metabolism
Nicotinamide adenine dinucleotide	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-3.718364659	-1.204587133	-0.013465114	0.175478292	1.14E-11	9.66E-10	NAD	20C_70	2	50	 C00003	HMDB00902	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O	Oxidative phosphorylation;Thiamine metabolism;Nicotinate and nicotinamide metabolism;Drug metabolism - other enzymes;AMPK signaling pathway;Longevity regulating pathway;Aldosterone synthesis and secretion;Vitamin digestion and absorption
Uridine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-1.646185056	-1.006945018	0.046173772	0.156998901	1.98E-11	1.64E-09	Uridine	U_5	2	50	C00299	HMDB00296	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O	Pyrimidine metabolism;ABC transporters
Adenylosuccinic acid	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-3.383939118	1.150777654	0.008808504	0.172108405	3.24E-11	2.62E-09	Adenylsuccinic acid	CNC_124	3	50	C03794	HMDB00536	O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2NC(CC(O)=O)C(O)=O	"Purine metabolism;Alanine, aspartate and glutamate metabolism"
D-Arabinonic acid	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.212638359	0.250313618	-0.01992211	0.040957621	4.17E-11	3.34E-09	Arabinonic acid	CNC_157	3	50	C00878	HMDB00539	OC[C@@H](O)[C@@H](O)[C@H](O)C(O)=O	
L-Valine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.105106356	0.33538616	-0.023884189	0.054732954	5.24E-11	4.13E-09	L-Valine	V_1	3	50	C00183	HMDB00883	CC(C)[C@H](N)C(O)=O	"Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine biosynthesis;Pantothenate and CoA biosynthesis;Aminoacyl-tRNA biosynthesis;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;ABC transporters;Protein digestion and absorption;Mineral absorption;Central carbon metabolism in cancer"
a-Methylbutyrylglycine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.140415881	0.215067387	-0.013298184	0.034987654	6.71E-11	5.22E-09	2-Methylbutyrylglycine	CNC_106	3	50		HMDB00339	CCC(C)C(=O)NCC(O)=O	
N-Isovalerylglycine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.140415881	0.215067387	-0.013298184	0.034987654	6.71E-11	5.22E-09	Isovalerylglycine	CNC_117	3	50		HMDB00678	CC(C)CC(=O)NCC(O)=O	
Hydroxypyruvate	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.156339785	0.29349187	-0.009257699	0.046849897	1.03E-10	7.88E-09	Hydroxypyruvic acid	L_4	3	500	C00168	HMDB01352	OCC(=O)C(O)=O	"Glycine, serine and threonine metabolism;Glyoxylate and dicarboxylate metabolism;Carbon metabolism"
Ethylmalonic acid	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.140071125	0.351372216	-0.015899325	0.056937358	1.12E-10	8.47E-09	Ethylmalonic acid	CNC_156	3	50		HMDB00622	CCC(C(O)=O)C(O)=O	
Glutaric acid	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.140071125	0.351372216	-0.015899325	0.056937358	1.12E-10	8.47E-09	Glutaric acid	CNC_5	3	50	C00489	HMDB00661	OC(=O)CCCC(O)=O	Fatty acid degradation;Lysine degradation
Thymidine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.727995075	-0.978919237	-0.030967553	0.150931341	3.37E-10	2.44E-08	Thymidine	T_5	2	50	C00214	HMDB00273	CC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O	Pyrimidine metabolism
L-Arginine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.135561077	0.230215132	-0.020450941	0.040359493	5.27E-10	3.73E-08	L-Arginine	A_15	3	50	C00062	HMDB00517	N[C@@H](CCCN=C(N)N)C(O)=O	Arginine biosynthesis;Arginine and proline metabolism;D-Arginine and D-ornithine metabolism;Aminoacyl-tRNA biosynthesis;Biosynthesis of amino acids;ABC transporters;mTOR signaling pathway;Protein digestion and absorption;Amyotrophic lateral sclerosis (ALS);Chagas disease (American trypanosomiasis);Amoebiasis;Central carbon metabolism in cancer
Glyoxylate	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		0.170643526	0.599823175	0.008526832	0.095694986	6.45E-10	4.51E-08	Glyoxylic acid	20C_15	3	500	C00048	HMDB00119	OC(=O)C=O	"Purine metabolism;Caffeine metabolism;Glycine, serine and threonine metabolism;Arginine and proline metabolism;Glyoxylate and dicarboxylate metabolism;Carbon metabolism"
D-galactaric acid	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.497329921	0.374432094	-0.024793216	0.064791431	7.20E-10	4.99E-08	Galactaric acid	CNC_145	3	50	C00879	HMDB00639	O[C@@H]([C@@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O	Ascorbate and aldarate metabolism
Anserine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.179793509	0.209753147	-0.028176802	0.039087163	1.15E-09	7.78E-08	Anserine	20C_58	3	50	C01262	HMDB00194	CN1C=NC=C1C[C@H](NC(=O)CCN)C(O)=O	Histidine metabolism;beta-Alanine metabolism
Glucono delta-lactone	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		0.360438467	0.51899368	0.001458474	0.085814864	1.63E-09	1.07E-07	Gluconolactone	G_4	1	50	C00198	HMDB00150	OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O	Pentose phosphate pathway;Carbon metabolism
L-Citrulline	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.205299144	0.164644134	-0.014237912	0.030089044	2.76E-09	1.77E-07	Citrulline	C_13	3	50	C00327	HMDB00904	N[C@@H](CCCNC(N)=O)C(O)=O	Arginine biosynthesis;Biosynthesis of amino acids
Deoxycytidine triphosphate	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-6.360653726	-0.786950104	0.066647242	0.146589974	5.78E-09	3.56E-07	dCTP	CNC_99	4	50	C00458	HMDB00998	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1	Pyrimidine metabolism
Deoxyguanylate	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		0.44463909	0.750147075	-0.003249447	0.132056681	1.16E-08	6.86E-07	2'-Deoxyguanosine 5'-monophosphate	20C_23	4	50	C00362	HMDB01044	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)N1	Purine metabolism
2-Oxoadipic acid	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.358776002	0.224222736	-0.007820181	0.040952325	1.46E-08	8.50E-07	Oxoadipic acid	CNC_129	3	50	C00322	HMDB00225	OC(=O)CCCC(=O)C(O)=O	Lysine degradation;Tryptophan metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids
"DL-3,4-Dihydroxymandelic acid"	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.106603853	0.284099026	-0.012001697	0.052465126	1.66E-08	9.58E-07	"3,4-Dihydroxymandelic acid"	D_13	3	50	C05580	HMDB01866	OC(C(O)=O)C1=CC=C(O)C(O)=C1	Tyrosine metabolism
N-Acetylneuraminic acid	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.27114544	0.177610618	-0.017272004	0.034607274	1.79E-08	1.02E-06	N-Acetylneuraminic acid	CNC_57	3	50	C00270	HMDB00230	CC(=O)N[C@@H]1[C@@H](O)C[C@](O)(O[C@H]1[C@H](O)[C@H](O)CO)C(O)=O	Amino sugar and nucleotide sugar metabolism
Glycolic acid	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		0.009639485	0.400624166	-0.006428821	0.072893504	2.35E-08	1.32E-06	Glycolic acid	G_15	3	500	C00160	HMDB00115	OCC(O)=O	Glyoxylate and dicarboxylate metabolism;Carbon metabolism
Flavin adenine dinucleotide	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		0.423689322	0.898160722	-0.073985534	0.174279555	2.43E-08	1.36E-06	FAD	CNC_11	2	50	C00016	HMDB01248	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2	Riboflavin metabolism;Vitamin digestion and absorption
L-Lysine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.143956869	0.229310422	-0.025374282	0.045847588	2.78E-08	1.53E-06	L-Lysine	L_3	3	50	C00047	HMDB00182	NCCCC[C@H](N)C(O)=O	Lysine degradation;Biotin metabolism;Aminoacyl-tRNA biosynthesis;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;ABC transporters;Protein digestion and absorption
3-methyl-2-oxobutyrate	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.1653803	0.21326954	-0.010151555	0.040374208	3.13E-08	1.72E-06	Alpha-ketoisovaleric acid	M_9	3	50	C00141	HMDB00019	CC(C)C(=O)C(O)=O	"Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine biosynthesis;Pantothenate and CoA biosynthesis;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids"
D-Lactaldehyde	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.277986738	0.358037715	-0.016569332	0.067997106	3.61E-08	1.96E-06	D-Lactaldehyde	20C_14	3	50	C00937	HMDB06458	C[C@@H](O)C=O	Pyruvate metabolism
N-Glycolylneuraminic acid	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.282338155	0.204504124	-0.014714397	0.039844681	3.76E-08	2.03E-06	N-Glycolylneuraminic acid	CNC_34	3	50	C03410	HMDB00833	OC[C@@H](O)[C@@H](O)[C@@H]1O[C@@](O)(C[C@H](O)[C@H]1NC(=O)CO)C(O)=O	Amino sugar and nucleotide sugar metabolism
Guanosine 5-triphosphate	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-6.258769134	2.02106894	0.033175532	0.363354022	4.48E-08	2.39E-06	Guanosine triphosphate	CNC_50	4	50	C00044	HMDB01273	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1	Purine metabolism;Riboflavin metabolism;Folate biosynthesis;RNA transport;Ras signaling pathway;Rap1 signaling pathway;Sulfur relay system;Autophagy - animal;Endocytosis
Cytidine monophosphate	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.711519276	1.071607069	0.178182588	0.1643917	5.49E-08	2.89E-06	Cytidine monophosphate	4C_16	3	50	C00055	HMDB00095	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	Pyrimidine metabolism
Cytidine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-1.458962831	-0.808417999	0.049465192	0.162471828	1.29E-07	6.45E-06	Cytidine	C_7	1	50	C00475	HMDB00089	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	Pyrimidine metabolism;ABC transporters
L-Threonine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.061300357	0.250868796	-0.019208567	0.051152627	1.29E-07	6.46E-06	L-Threonine	T_7	3	50	C00188	HMDB00167	C[C@@H](O)[C@H](N)C(O)=O	"Glycine, serine and threonine metabolism;Valine, leucine and isoleucine biosynthesis;Porphyrin and chlorophyll metabolism;Aminoacyl-tRNA biosynthesis;Biosynthesis of amino acids;ABC transporters;Protein digestion and absorption;Mineral absorption"
D-Gluconic acid	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.22319564	0.215687079	-0.026079689	0.046229291	1.70E-07	8.28E-06	Gluconic acid	G_5	3	50	C00257	HMDB00625	OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O	Pentose phosphate pathway;Carbon metabolism
L-Cystathionine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.188752021	0.195769687	-0.011519626	0.041753409	6.88E-07	2.97E-05	L-Cystathionine	CNC_190	3	50	C02291	HMDB00099	N[C@@H](CCSC[C@H](N)C(O)=O)C(O)=O	"Glycine, serine and threonine metabolism;Cysteine and methionine metabolism;Biosynthesis of amino acids"
"D-Glucurono-6,3-lactone"	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.225801701	0.305876252	-0.01866808	0.065916024	8.50E-07	3.57E-05	"D-Glucurono-6,3-lactone"	G_10	3	50	C02670	HMDB06355	O[C@@H]1O[C@@H]2[C@@H](O)C(=O)O[C@@H]2[C@H]1O	Ascorbate and aldarate metabolism
N-Acetylmuramic acid	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.250282513	0.397716153	-0.012874824	0.083440826	8.62E-07	3.61E-05	N-Acetylmuramate	CNC_54	3	50	C02713	HMDB60493	C[C@@H](O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1N=C(C)O)C(O)=O	Amino sugar and nucleotide sugar metabolism
D-Xylose	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		0.069550997	0.449280371	0.004486019	0.092186188	1.40E-06	5.65E-05	D-Xylose	X_1	1	50	C00181	HMDB00098	O[C@@H]1COC(O)[C@H](O)[C@H]1O	Pentose and glucuronate interconversions;Amino sugar and nucleotide sugar metabolism;ABC transporters
L-Arabinose	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		0.069550997	0.449280371	0.004486019	0.092186188	1.40E-06	5.65E-05	L-Arabinose	A_1	1	50	C00259	HMDB00646	O[C@H]1COC(O)[C@H](O)[C@H]1O	Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Amino sugar and nucleotide sugar metabolism;ABC transporters
L-Ribulose	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		0.069550997	0.449280371	0.004486019	0.092186188	1.40E-06	5.65E-05	L-Ribulose	CNC_159	1	50	C00508	HMDB03371	OCC1(O)OC[C@@H](O)[C@@H]1O	Pentose and glucuronate interconversions
L-Saccharopine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.268064858	0.209717668	-0.00979216	0.045725086	1.58E-06	6.35E-05	Saccharopine	CNC_194	3	50	C00449	HMDB00279	N[C@@H](CCCCN[C@@H](CCC(O)=O)C(O)=O)C(O)=O	Lysine degradation;Biosynthesis of amino acids
Thymine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.264158594	-0.561634856	0.005811235	0.120833723	2.65E-06	0.000101324	Thymine	T_4	2	50	C00178	HMDB00262	CC1=CNC(=O)NC1=O	Pyrimidine metabolism
L-Cystine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-2.036952433	-0.877468919	0.012812008	0.19419844	4.55E-06	0.00016646	L-Cystine	C_9	2	50	C00491	HMDB00192	N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O	Cysteine and methionine metabolism;ABC transporters;Ferroptosis;Protein digestion and absorption
DL-5-Hydroxylysine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.153781439	0.265988098	-0.025084767	0.065692006	9.39E-06	0.000323505	5-Hydroxylysine	H_3	3	50	C16741	HMDB00450	NC[C@H](O)CC[C@H](N)C(O)=O	Lysine degradation
DL-4-Hydroxy-3-methoxymandelic acid	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.076986982	0.246920248	-0.015098008	0.059834689	1.19E-05	0.000398171	Vanillylmandelic acid	4C_23	3	50	C05584	HMDB00291	COC1=C(O)C=CC(=C1)[C@H](O)C(O)=O	Tyrosine metabolism
DL-Homocystine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.702590055	-0.36364595	-0.004861037	0.082127074	1.25E-05	0.000415578	DL-Homocystine	CNC_178	1	50	C01817	HMDB00575	NC(CCSSCCC(N)C(O)=O)C(O)=O	Cysteine and methionine metabolism
Thiamine pyrophosphate	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-1.251547341	-0.338896778	-0.002320583	0.077226375	1.31E-05	0.00043365	Thiamine pyrophosphate	20C_2	2	50	C00068	HMDB01372	CC1=C(CCO[P@](O)(=O)OP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N	"Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Valine, leucine and isoleucine degradation;Pyruvate metabolism;Propanoate metabolism;Thiamine metabolism;Vitamin digestion and absorption"
N-Hexanoyl-glycine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.145182933	0.157999761	-0.015718043	0.039959941	1.38E-05	0.000451309	Hexanoylglycine	CNC_110	3	50		HMDB00701	CCCCCC(=O)NCC(O)=O	
3-Methylglutaconic acid	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		0.242167346	0.4406048	-0.028717812	0.107976066	1.38E-05	0.000452479	3-Methylglutaconic acid	CNC_140	2	50		HMDB00522	C\C(CC(O)=O)=C/C(O)=O	
D-Glyceraldehyde 3-phosphate	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-1.072614824	-0.474507076	0.011887651	0.116261361	2.87E-05	0.000863722	D-Glyceraldehyde 3-phosphate	20C_4	3	50	C00118	HMDB01112	OC(COP(O)(O)=O)C=O	Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Fructose and mannose metabolism;Galactose metabolism;Inositol phosphate metabolism;Thiamine metabolism;Vitamin B6 metabolism;Terpenoid backbone biosynthesis;Carbon metabolism;Biosynthesis of amino acids
Glycerone phosphate	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-1.072614824	-0.474507076	0.011887651	0.116261361	2.87E-05	0.000863722	Dihydroxyacetone phosphate	20C_60	3	50	 C00111	HMDB01473	OCC(=O)COP(O)(O)=O	Glycolysis / Gluconeogenesis;Pentose and glucuronate interconversions;Fructose and mannose metabolism;Galactose metabolism;Glycerolipid metabolism;Inositol phosphate metabolism;Glycerophospholipid metabolism;Propanoate metabolism;Nicotinate and nicotinamide metabolism;Carbon metabolism;Biosynthesis of amino acids
2-Deoxyadenosine 5-triphosphate	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-7.818890075	-0.698569451	0.052080864	0.180887143	3.33E-05	0.000989666	Deoxyadenosine triphosphate	20C_73	2	50	 C00131	HMDB01532	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1	Purine metabolism
Stachyose	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.222563707	0.188330351	-0.011963988	0.048727339	3.95E-05	0.001156723	Stachyose	S_4	3	50	C01613	HMDB03553	OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O	Galactose metabolism
2-Deoxyadenosine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.29438848	0.625780795	-0.090003165	0.174305235	4.02E-05	0.001174759	Deoxyadenosine	4C_15	1	50	C00559	HMDB00101	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1	Purine metabolism;ABC transporters
