metabolite	query_protein	log2_abundance	log2_abundance_corrected	met_mean	met_sd	p_value	q_value
Anthranilate	PKLR-2	-0.15958071	0.031633046	0.012927819	0.067096532	0.780413018	1
Benzoate	PKLR-2	0.029589908	0.049839359	0.008463304	0.095480658	0.664764237	1
Betaine	PKLR-2	-0.398351855	-0.167354039	-0.07568677	0.189387642	0.628372189	1
Betaine aldehyde	PKLR-2	-0.397849634	-0.06048941	-0.04956737	0.140677576	0.938115365	1
Betaine aldehyde hydrate	PKLR-2	-0.386375255	-0.106613435	-0.042856293	0.121183465	0.598804276	1
Biotin	PKLR-2	-0.113765568	0.025410737	0.011431927	0.081982098	0.864608657	1
Butyryl coenzyme A	PKLR-2	-1.202870754	0.066262303	-0.010671892	0.17033959	0.651519793	1
Cadaverine	PKLR-2	-0.214022478	-0.019130561	-0.030688527	0.140052657	0.934228558	1
Carnitine	PKLR-2	-0.269790108	-0.060559396	-0.007048163	0.081160503	0.50968642	1
CDP-ethanolamine	PKLR-2	-0.163840087	-0.02041481	0.001127479	0.045959146	0.63926484	1
CDP-Glycerol	PKLR-2	-0.186078916	0.07040936	0.026712182	0.087128969	0.616003131	1
Choline	PKLR-2	-0.195317632	0.016041713	-0.037552534	0.200036574	0.788759175	1
Choline glycerophosphate	PKLR-2	-0.725019161	-0.087459527	0.157076425	0.365733036	0.503738732	1
cis-4-Hydroxy-D-proline;trans-4-Hydroxy-L-proline	PKLR-2	-0.217809829	-0.016743637	-0.012109032	0.046761128	0.921049065	1
Citraconic acid	PKLR-2	-0.178675695	-0.034889517	-0.01480197	0.080573554	0.803123357	1
Citric acid;Isocitric acid	PKLR-2	-0.582528808	-0.130282092	-0.02260768	0.20440366	0.598350955	1
Creatine	PKLR-2	-0.152253385	-0.001751729	0.00326352	0.077455057	0.948372698	1
Crotonoyl coenzyme A	PKLR-2	-1.180229331	0.331729381	0.114707451	1.08210184	0.841045829	1
Cysteamine	PKLR-2	-0.200809224	-0.057904008	-0.006248613	0.112968699	0.647488455	1
Cytidine monophosphate	PKLR-2	-0.188330051	0.142593054	0.177344042	0.165962939	0.834143756	1
D-Arabinonic acid	PKLR-2	-0.165732505	-0.042608724	-0.019127172	0.046870316	0.616378277	1
D-Arabitol;Adonitol;D-Xylitol	PKLR-2	-0.151788144	0.009671943	0.043054331	0.134328087	0.80373687	1
D-Cellobiose	PKLR-2	-0.15356333	-0.065227399	-0.026217064	0.065007007	0.548443387	1
"D-Erythrono-1,4-lactone"	PKLR-2	-0.059553176	0.046022128	0.056662729	0.189970472	0.95533235	1
"D-Fructose 1,6-bisphosphate;D-Glucose 1,6-bisphosphate"	PKLR-2	-0.746356364	0.018896619	-0.028273413	0.133869991	0.724570526	1
D-Fructose;D-Galactose;Myoinositol	PKLR-2	-0.234781991	-0.043506205	-0.008828201	0.101669137	0.733038213	1
D-Galactaric acid	PKLR-2	-0.229642083	-0.037156744	-0.019737542	0.066806212	0.794291283	1
D-Glucosamine	PKLR-2	-0.169323251	-0.008261715	-0.01941397	0.077493125	0.8855693	1
D-Glucosamine 6-phosphate	PKLR-2	-0.335937265	0.041263845	-0.023410512	0.129114883	0.616437617	1
D-Glucose;D-Mannose	PKLR-2	-0.139379768	0.002178767	0.01020838	0.133929229	0.952192156	1
D-Glucuronic acid	PKLR-2	-0.167670395	-0.02661964	-0.025153063	0.034559869	0.966151277	1
"D-Glucurono-6,3-lactone"	PKLR-2	-0.146670541	-0.010499961	-0.018760953	0.06287442	0.89546778	1
D-Glyceraldehyde 3-phosphate;Dihydroxyacetone phosphate	PKLR-2	-0.107935622	0.047040361	0.012738693	0.116333557	0.76810375	1
D-Glyceraldehyde;L-Lactic acid;3-Hydroxypropionic acid	PKLR-2	-0.08453822	0.006274136	-0.008518641	0.045050601	0.742640132	1
D-Lactaldehyde	PKLR-2	-0.141580521	0.012846936	-0.016679721	0.068864123	0.668092866	1
D-Lactose;D-Maltose;Melibiose	PKLR-2	-0.09709149	-0.014912349	0.018093963	0.132129373	0.802739708	1
"D-myo-Inositol-1,4,5-triphosphate"	PKLR-2	-1.525536312	0.103393075	0.031430367	0.188235929	0.702238413	1
D-Raffinose	PKLR-2	-0.085810878	0.009159241	-0.009454494	0.13411889	0.889619782	1
D-Ribose;D-Xylulose	PKLR-2	-0.092577409	0.081605743	-0.003018731	0.142186996	0.551734357	1
D-Sedoheptulose 7-phosphate	PKLR-2	-0.202277966	-0.023252741	-0.048290154	0.143863289	0.861837048	1
Dehydroascorbic acid;cis-Aconitic acid	PKLR-2	-0.629883894	-0.154762894	-0.024908566	0.200080506	0.516331656	1
Deoxyadenosine monophosphate	PKLR-2	-0.061472772	0.052103945	-0.013179005	0.120929558	0.589305454	1
Deoxyuridine triphosphate	PKLR-2	-1.575161104	0.027683315	0.105171543	0.319040382	0.80809909	1
Diadenosine triphosphate	PKLR-2	-0.68793384	-0.199024202	-0.02674434	0.292945904	0.556468894	1
Dihydrothymine	PKLR-2	-0.065873164	0.092557989	0.065403992	0.164666823	0.869020598	1
Dihydrouracil	PKLR-2	-0.185712823	0.012924152	0.027180048	0.064715929	0.825649831	1
Dimethylglycine;Gamma-Aminobutyric acid	PKLR-2	-0.231619245	-0.028018589	-0.02121442	0.075738049	0.928415811	1
DL-4-Hydroxy-3-methoxymandelic acid	PKLR-2	-0.09185255	0.01745396	-0.013601224	0.06735653	0.644757878	1
DL-5-Hydroxylysine	PKLR-2	-0.19182686	-0.073318345	-0.028114931	0.069828182	0.517404149	1
DL-Homocystine	PKLR-2	-0.163421243	0.016236707	-0.009108749	0.083031722	0.760175538	1
DL-Mandelic acid	PKLR-2	0.097645149	-0.030723644	0.012211165	0.246567009	0.861762993	1
Dulcitol	PKLR-2	-0.193400723	-0.028201632	0.010425483	0.121559619	0.750664931	1
Epinephrine	PKLR-2	-0.258998865	-0.063996459	-0.02847372	0.089083739	0.690072471	1
Flavin adenine dinucleotide	PKLR-2	-0.122479794	-0.084528144	-0.055620126	0.181585046	0.873512695	1
Flavin Mononucleotide	PKLR-2	-0.026315533	0.071421939	0.00522865	0.113818177	0.560856045	1
Folic acid	PKLR-2	0.230800424	-0.067745034	0.097456093	0.277355579	0.551422855	1
Folinic acid	PKLR-2	-0.054198121	0.023223507	-0.010280034	0.159250528	0.83336907	1
Glutaconic acid	PKLR-2	-0.439403086	-0.093776137	-0.015846126	0.145866193	0.59316385	1
Glutaric acid;Ethylmalonic acid	PKLR-2	-0.155848045	-0.022688413	-0.017905493	0.058806991	0.935177526	1
Glycerol 3-phosphate	PKLR-2	-0.150585078	0.006607465	0.00173588	0.051938852	0.9252723	1
Glycolic acid	PKLR-2	-0.102491046	-0.010029052	-0.008640437	0.077953334	0.985787702	1
Guanidineacetic acid	PKLR-2	-0.134826238	-0.00337061	0.012261632	0.066980194	0.815461654	1
Guanine	PKLR-2	-0.090934465	-0.004286499	0.028116156	0.12751002	0.79940401	1
Guanosine	PKLR-2	-0.030839978	0.001794067	0.021166125	0.059894004	0.746362784	1
Guanosine diphosphate mannose	PKLR-2	-0.265602608	-0.057867498	-0.015628714	0.084672154	0.617884397	1
Hippuric acid	PKLR-2	-0.135290209	0.065705951	0.021035335	0.086311423	0.604771144	1
Histamine	PKLR-2	-0.106056378	0.020698507	0.010414745	0.102650806	0.920199841	1
Homocitrulline	PKLR-2	-0.168619008	-0.022785425	0.00411859	0.082482521	0.7442894	1
Homovanillic acid	PKLR-2	-0.084705109	0.003491983	-0.019316884	0.055975668	0.683656775	1
Hypotaurine	PKLR-2	-0.219132425	-0.012706079	-0.003748193	0.053087721	0.866003173	1
Isobutyrylglycine	PKLR-2	-0.118686871	-0.008261659	-0.014381864	0.041158199	0.881790735	1
Isovaleric acid	PKLR-2	-0.159424315	-0.014549021	-0.027956174	0.046568335	0.773421151	1
Isovaleryl coenzyme A	PKLR-2	-1.183447448	0.14791973	0.031215796	0.247727177	0.637570303	1
L-Alanine;Beta-alanine	PKLR-2	-0.188624439	-0.051090953	0.001515248	0.086784625	0.544402145	1
L-Arabinose;L-Ribulose;D-Xylose	PKLR-2	-0.242459907	-0.028081591	0.008103974	0.099679994	0.71659194	1
L-Asparagine;Ureidopropionic acid	PKLR-2	-0.217942038	-0.008384291	-0.007232007	0.07492743	0.98773008	1
L-Aspartic acid;D-Aspartic acid	PKLR-2	-0.107455436	-0.039130363	-0.014823515	0.07858247	0.757080853	1
L-Citrulline	PKLR-2	-0.133602472	-0.029179558	-0.016215193	0.033908244	0.70221167	1
L-Cystine	PKLR-2	-0.426129036	-0.100716932	0.013749548	0.216370923	0.596785376	1
L-Dihydroorotic acid	PKLR-2	-0.190634901	0.043692224	0.021384297	0.105111075	0.831926093	1
L-Fucose	PKLR-2	-0.178666964	0.016076115	0.005292073	0.159500209	0.946094934	1
L-Glutamic acid	PKLR-2	-0.227618705	-0.028521129	-0.011229708	0.073017531	0.812802717	1
L-Gulonic acid gamma-lactone	PKLR-2	-0.183922066	-0.086247749	-0.023588882	0.143840873	0.663117977	1
L-Histidine	PKLR-2	-0.156507133	-0.013953238	-0.006492698	0.074322629	0.920042276	1
L-Leucine;L-Isoleucine;L-Alloisoleucine	PKLR-2	-0.198778721	0.004397284	-0.030403884	0.072469978	0.631074553	1
L-Malic acid	PKLR-2	-0.434764874	-0.039050511	-0.055971745	0.161145781	0.916371245	1
L-Pipecolic acid	PKLR-2	-0.221450606	0.015994307	-0.017193777	0.056626848	0.557819123	1
L-Proline;D-Proline	PKLR-2	-0.232280616	-0.020585293	-0.014386971	0.044078882	0.888171054	1
L-Pyroglutamic acid;D-Pyroglutamic Acid	PKLR-2	-0.136729386	-0.020284057	-0.020764526	0.041820733	0.990833484	1
L-Threonine	PKLR-2	-0.091724598	-0.001403275	-0.023019779	0.05626318	0.700827712	1
L-Tyrosine	PKLR-2	-0.116114192	-0.007765748	-0.003666087	0.108087315	0.969744162	1
Leucinic acid;D-Leucic acid;2-Hydroxy-3-methylpentanoic acid	PKLR-2	-0.073582308	0.005414415	-0.003313881	0.064819469	0.892884291	1
Maleic acid	PKLR-2	-0.317759137	-0.055066141	-0.014783529	0.114132651	0.724129254	1
Metanephrine	PKLR-2	-0.436538474	-0.114447286	-0.032944147	0.236718932	0.730618108	1
N-2-Furoylglycine	PKLR-2	-0.186887947	0.028613392	0.013275673	0.058775148	0.794126553	1
N-Acetyl-D-galactosamine;N-Acetyl-D-glucosamine	PKLR-2	-0.252187009	-0.066352265	-0.026876587	0.104473519	0.705539476	1
N-Acetyl-D-glucosamine 1-phosphate	PKLR-2	-0.415184402	0.038352914	-9.99E-04	0.22383424	0.860442934	1
N-Acetyl-L-alanine;Propionylglycine	PKLR-2	-0.146521507	0.041955814	-0.023822728	0.153202458	0.667663473	1
N-Acetyl-L-aspartate	PKLR-2	-0.360790474	0.01979185	-0.009080098	0.174680212	0.868719983	1
N-Acetyl-L-glutamic acid	PKLR-2	-0.313622938	-0.055516774	-0.023511697	0.14347935	0.823485703	1
N-Acetylmuramic acid	PKLR-2	-0.225258246	-0.052921772	-0.012488421	0.087717885	0.644836187	1
N-Acetylputrescine	PKLR-2	-0.397185862	-0.078025839	-0.009755202	0.208647184	0.743511987	1
N-Formylanthranilic acid	PKLR-2	0.251911053	0.045426704	0.050920603	0.208526669	0.978981153	1
N-Hexanoyl-glycine	PKLR-2	-0.122712956	-0.029007453	-0.017587574	0.046893148	0.807595008	1
N-methyl-4-pyridone-3-carboxamide	PKLR-2	-0.282456477	-0.054754938	-0.013006443	0.086398826	0.628948947	1
"N,N-Diacetylchitobiose"	PKLR-2	-0.237668791	-0.057531144	0.002022446	0.095353006	0.532260457	1
NAD	PKLR-2	-0.208235954	0.097698914	0.010717965	0.15815023	0.582326648	1
NADP	PKLR-2	-0.375693319	0.052391974	0.020206855	0.135919148	0.81281501	1
Nicotinamide hypoxanthine dinucleotide	PKLR-2	-0.230254164	-0.055787545	0.011821395	0.130145586	0.603421179	1
Nicotinamide ribotide	PKLR-2	-0.36924493	0.006066011	0.083161216	0.139571242	0.58069371	1
Nicotinic acid	PKLR-2	-0.159615836	0.053647987	0.010842896	0.064995648	0.51016297	1
O-Acetyl-L-carnitine	PKLR-2	-0.28150062	-0.053184338	-0.005564479	0.093607238	0.610948613	1
O-Phosphorylethanolamine	PKLR-2	-0.249974489	-0.017962739	0.008808108	0.118102694	0.820677001	1
Pantothenic acid	PKLR-2	-0.200507477	-0.021268746	-0.002717777	0.074697088	0.803864163	1
Phenethylamine	PKLR-2	-0.160879384	0.01354457	-0.019907886	0.10146127	0.741621623	1
Phosphatidylcholine	PKLR-2	-0.125740001	0.044417687	-0.003683558	0.09382545	0.60818403	1
Phosphocholine	PKLR-2	-0.253530717	-0.018256211	0.026267668	0.075211411	0.553861954	1
Phosphocreatine	PKLR-2	-0.204283148	-0.011239694	0.01486724	0.117247478	0.823796083	1
Porphobilinogen	PKLR-2	-0.156514847	-0.025982767	-0.02301634	0.035529887	0.933461105	1
Putrescine	PKLR-2	-0.249385364	-0.097330358	-0.014406987	0.23213565	0.720927522	1
Pyridoxal	PKLR-2	0.173464646	0.197076994	0.085751895	0.203202007	0.58379193	1
Pyridoxamine-5-phosphate	PKLR-2	-0.134301152	0.012626228	-0.001343472	0.049676573	0.778547008	1
S-Lactoylglutathione	PKLR-2	-0.343150741	-0.14803291	-0.068842088	0.201720438	0.694631865	1
Sarcosine	PKLR-2	-0.117728992	0.019762013	-0.005358595	0.155239133	0.871448561	1
Succinic acid;Methylmalonic acid	PKLR-2	-0.165850627	-0.015784619	-0.015268634	0.055524573	0.992585425	1
Sucrose;Isomaltose	PKLR-2	-0.122639202	-0.028570449	-0.007139085	0.127272476	0.866276776	1
Taurine	PKLR-2	-0.215823973	-0.005161039	-2.83E-04	0.051649996	0.924761957	1
Thiamine	PKLR-2	0.010207174	0.111781016	0.010964237	0.208204769	0.628230199	1
Thiamine monophosphate	PKLR-2	-0.087987569	0.042664214	0.049458565	0.100419891	0.946056759	1
Thymidine	PKLR-2	-0.080273394	0.046624391	-0.010229264	0.17340618	0.743014446	1
Thymidine 5-triphosphate	PKLR-2	-1.345712936	0.087167194	0.073137381	0.199289975	0.943876095	1
Thymine	PKLR-2	-0.085288526	0.007402347	0.01804193	0.131721989	0.935622465	1
Trans-beta-Hydromuconic acid	PKLR-2	-0.181966833	-0.04119187	-0.004654138	0.055114308	0.507366045	1
UDP-GlcNAc;UDP-GalNAc	PKLR-2	-0.188663963	-0.05777387	-0.017198492	0.089062755	0.648690672	1
UDP-Glucuronate	PKLR-2	-0.336180116	0.03842289	-0.012401109	0.122313954	0.67776065	1
Uracil	PKLR-2	-0.123129208	0.045813686	0.031905555	0.120795089	0.908335575	1
Urea	PKLR-2	-0.006557576	0.108654712	0.023866834	0.130987493	0.517439417	1
Uridine	PKLR-2	-0.185236098	0.052060456	0.05460225	0.164084549	0.987640656	1
Uridine monophosphate	PKLR-2	-0.172625652	0.008697331	0.044113816	0.074492214	0.634474286	1
Xanthine	PKLR-2	0.133259731	0.156902268	0.069791626	0.169260985	0.606795654	1
Isovaleryl coenzyme A	PKM1	-2.961183789	2.261683692	0.031215796	0.247727177	2.18E-19	3.11E-17
Butyryl coenzyme A	PKM1	-5.75221089	-1.113633091	-0.010671892	0.17033959	9.48E-11	6.99E-09
Acetyl coenzyme A	PKM1	-4.531169177	-1.685039061	-0.042634952	0.31225809	1.44E-07	6.84E-06
Cyclic AMP	PKM1	0.474356783	0.532345344	-0.016884523	0.110290413	6.36E-07	2.68E-05
"2,3-Dihydroxypropyl hexopyranoside"	PKM1	-0.148200398	-0.539772759	-0.016209638	0.115539332	5.86E-06	2.03E-04
Propionyl coenzyme A	PKM1	-7.645194477	-1.527625144	0.144860503	0.370318577	6.29E-06	2.17E-04
L-Glutamic acid	PKM1	0.076526257	0.273298609	-0.011229708	0.073017531	9.75E-05	0.00252084
Choline glycerophosphate	PKM1	-0.306338789	1.357001523	0.157076425	0.365733036	0.001034849	0.019013321
Dephosphocoenzyme A	PKM1	0.19502392	-1.557157996	-0.075980554	0.528175722	0.005042174	0.067201874
D-Glucosamine 6-phosphate	PKM1	0.126735	0.329397255	-0.023410512	0.129114883	0.006285368	0.079908907
Coenzyme A	PKM1	1.378129066	-1.256944433	0.100293766	0.568313564	0.016931794	0.168469718
Guanosine 5-monophosphate	PKM1	-0.187848512	-0.305241979	0.265989579	0.247305979	0.020898287	0.197095257
Thymidine 5-triphosphate	PKM1	-0.608083437	-0.34425862	0.073137381	0.199289975	0.036222988	0.289387932
Octanoyl coenzyme A	PKM1	-10.21500864	-0.549334808	0.040662347	0.290921817	0.042557543	0.323840843
Deoxycytidine triphosphate	PKM1	-0.36797962	-0.217197457	0.053685609	0.137492906	0.048820001	0.353835315
D-3-Phosphoglyceric acid	PKM1	-0.167214998	0.264310009	-0.02162365	0.149982348	0.056592009	0.390180567
L-Tryptophan	PKM1	-0.01756272	0.174913094	0.00714471	0.088543419	0.05812442	0.396557395
2-Deoxyadenosine 5-triphosphate	PKM1	-0.460643051	0.370250127	0.026175777	0.183865159	0.061297876	0.408813343
Uridine 5-triphosphate	PKM1	-0.428111624	0.386703884	-0.014318424	0.220184344	0.068560879	0.43786704
Gamma-Glu-Cys	PKM1	-0.186337978	-0.528185796	-0.020945904	0.280253588	0.070306358	0.444742035
(R)-3-Hydroxybutyric acid	PKM1	-0.28327031	-0.242493698	-0.039267901	0.112575999	0.071038383	0.447381947
D-Arabitol;Adonitol;D-Xylitol	PKM1	-0.17925154	-0.183578499	0.043054331	0.134328087	0.091572799	0.52022086
2-Amino-3-methoxybenzoic acid	PKM1	-0.140316103	-0.186855875	0.018470955	0.123109251	0.095347015	0.532798608
Dihydrothymine	PKM1	-0.174445296	-0.207465552	0.065403992	0.164666823	0.097499073	0.539861011
Acetylcholine	PKM1	-0.483539999	-0.180263129	-0.002553424	0.110896741	0.109049715	0.573236833
Orotidine 5-monophosphate	PKM1	-0.218033408	-0.281636444	0.005912078	0.184024565	0.118157276	0.597327867
DL-2-Amino-3-phosphonopropionic acid	PKM1	-0.243371953	-0.094849873	-0.016669413	0.050462392	0.12131402	0.605603182
Hypoxanthine	PKM1	-0.069218018	-0.128765985	0.007781387	0.089460573	0.126924875	0.618815169
Galactinol;Trehalose	PKM1	-0.068923502	0.110911083	-0.023692517	0.089149315	0.131077388	0.629911629
L-Tyrosine	PKM1	-0.149769663	-0.166342234	-0.003666087	0.108087315	0.13231281	0.631686069
Ascorbate	PKM1	-0.040234619	0.355462096	-0.078064094	0.292656654	0.138514009	0.6473141
Folic acid	PKM1	0.17296968	-0.311517039	0.097456093	0.277355579	0.140335056	0.651187231
Guanine	PKM1	-0.01497374	-0.155474766	0.028116156	0.12751002	0.149919564	0.674638039
5-Hydroxy-L-tryptophan	PKM1	-0.141949367	-0.253177711	0.027614324	0.195213134	0.150324279	0.675505535
4-Imidazoleacrylic acid	PKM1	-0.079142444	0.09702783	0.019281735	0.054094531	0.150653637	0.676259131
O-Acetyl-L-carnitine	PKM1	-0.378965583	-0.1399295	-0.005564479	0.093607238	0.151169519	0.677439034
N-Acetylputrescine	PKM1	-0.490157939	-0.300727579	-0.009755202	0.208647184	0.163146597	0.703062125
Betaine aldehyde	PKM1	-0.591520857	-0.245389712	-0.04956737	0.140677576	0.163924212	0.704998355
Porphobilinogen	PKM1	-0.117722524	0.026199754	-0.02301634	0.035529887	0.165990512	0.707932839
4-Imidazoleacetic acid	PKM1	-0.106337975	0.055821646	0.00145948	0.039522038	0.168979599	0.713051807
2-Deoxycytidine 5-monophosphate	PKM1	-0.102702501	0.134605195	-0.035243824	0.124051817	0.170943641	0.716764056
3-Sulfopyruvic acid	PKM1	-0.545803036	-0.10235534	0.175541736	0.203943669	0.173003302	0.719533754
Indole-3-pyruvic acid	PKM1	0.582670609	0.321539624	0.007603834	0.234087223	0.179886025	0.73216099
Metanephrine	PKM1	-0.537122677	-0.349660082	-0.032944147	0.236718932	0.180915712	0.733759397
Cytidine 5-triphosphate	PKM1	-0.338230326	-0.140012868	0.058984965	0.149630837	0.183542889	0.738596537
L-Methionine	PKM1	-0.111393521	0.12521185	-0.03554105	0.120918282	0.18370476	0.738895521
Uridine 5-diphosphate	PKM1	-0.37272043	0.269535769	0.025338631	0.184830317	0.186435907	0.743318906
Cytidine 5-diphosphocholine	PKM1	-0.063031656	0.108458703	-0.01805161	0.09583084	0.186787625	0.743879966
N-Acetyl-D-glucosamine 1-phosphate	PKM1	-0.29411625	-0.285667829	-9.99E-04	0.22383424	0.203450572	0.771926601
Inosine 5-triphosphate	PKM1	-0.629062107	0.315406073	-0.013533701	0.259278168	0.204556941	0.773712124
2-Deoxy-D-ribose	PKM1	-0.131751756	-0.145746334	0.058789553	0.162069618	0.206939841	0.77710415
CDP-Glycerol	PKM1	-0.097186509	0.135722091	0.026712182	0.087128969	0.210886042	0.783613805
L-Glutamine;D-Glutamine;Ureidoisobutyric acid	PKM1	-0.255644414	-0.113204689	-0.009005125	0.083472381	0.21191687	0.785134919
L-Leucine;L-Isoleucine;L-Alloisoleucine	PKM1	-0.318013897	-0.120156174	-0.030403884	0.072469978	0.215539812	0.790803568
Nicotinamide hypoxanthine dinucleotide	PKM1	-0.141198591	-0.147483516	0.011821395	0.130145586	0.220932768	0.799189698
Guanidineacetic acid	PKM1	-0.028680828	0.093386467	0.012261632	0.066980194	0.22582778	0.805883442
Uridine 5-diphosphoglucose;Uridine 5-diphosphogalactose	PKM1	-0.444709827	-0.14080699	0.060500677	0.166195029	0.225790526	0.805883442
Uridine	PKM1	-0.20961627	0.252092913	0.05460225	0.164084549	0.228747757	0.810436883
Deoxyadenosine diphosphate	PKM1	0.189366513	0.147897082	-0.044257492	0.160840868	0.232209149	0.815258007
D-Lactaldehyde	PKM1	-0.087111323	0.064583953	-0.016679721	0.068864123	0.237977064	0.822775004
N-Acetyl-D-glucosamine 6-phosphate	PKM1	-0.115068911	0.068937918	-9.24E-04	0.059691587	0.241846426	0.828023824
Creatine	PKM1	-0.045422857	0.093474371	0.00326352	0.077455057	0.244145961	0.830736699
Hypotaurine	PKM1	-0.14173281	0.057549192	-0.003748193	0.053087721	0.248236493	0.837353763
1-Methylhistamine	PKM1	-0.483727094	-0.204300284	-0.037751762	0.149034699	0.26377416	0.857080993
L-Alanine;Beta-alanine	PKM1	-0.031557798	0.098500365	0.001515248	0.086784625	0.263764352	0.857080993
L-Histidine	PKM1	-0.062091611	0.075732174	-0.006492698	0.074322629	0.268586519	0.863298635
Decanoic acid	PKM1	0.073650599	0.139659087	-0.038527233	0.161403467	0.269601492	0.864018135
Maleic acid	PKM1	-0.106921078	0.111109987	-0.014783529	0.114132651	0.270007369	0.864327336
D-Glyceraldehyde 3-phosphate;Dihydroxyacetone phosphate	PKM1	-0.250627188	-0.115398251	0.012738693	0.116333557	0.270695816	0.865577175
3-Methylglutaconic acid	PKM1	-0.133585327	-0.142730622	-0.024684112	0.110304445	0.284534626	0.881175181
3-Hydroxybutyryl coenzyme A	PKM1	-1.686539622	-0.220334853	0.062652063	0.265044758	0.285658194	0.881673475
CDP-ethanolamine	PKM1	-0.103709819	0.050028056	0.001127479	0.045959146	0.287328247	0.883206628
4-Guanidinobutyric acid	PKM1	0.115562164	0.159153366	0.044781565	0.107827933	0.288831689	0.884938725
Thymine	PKM1	-0.142145358	-0.121436177	0.01804193	0.131721989	0.289653304	0.885996006
Choline	PKM1	-0.488075308	-0.247911151	-0.037552534	0.200036574	0.29298275	0.889127888
PIP3	PKM1	-0.362758131	0.276031691	0.008624853	0.254811349	0.293979961	0.890384028
2-Deoxycytidine 5-diphosphate	PKM1	-0.003350365	0.09520491	-0.02684335	0.116600871	0.295229541	0.891528999
3-Phosphoadenosine 5-phosphosulfate	PKM1	-0.077051117	-0.167050986	-0.030646096	0.13056633	0.296153696	0.892044161
Betaine aldehyde hydrate	PKM1	-0.446812976	-0.168033821	-0.042856293	0.121183465	0.301623173	0.897437359
(4R)-4-Hydroxy-L-glutamic acid	PKM1	-0.160737708	-0.106647298	0.008895714	0.112307671	0.303569983	0.899061293
Thymidine monophosphate	PKM1	-0.169548771	0.074598319	-0.052480709	0.124971507	0.309218128	0.903400129
"2,3-Diphosphoglyceric acid"	PKM1	-0.220184752	-0.119062507	0.028206022	0.146275855	0.314037472	0.907440634
Phosphocreatine	PKM1	-0.166695249	-0.102679574	0.01486724	0.117247478	0.316076571	0.909581372
Homovanillic acid	PKM1	-0.186495246	-0.075392745	-0.019316884	0.055975668	0.316445064	0.909832379
L-Aspartic acid;D-Aspartic acid	PKM1	-0.178767542	-0.092861193	-0.014823515	0.07858247	0.320677179	0.91327911
Sarcosine	PKM1	-0.061419346	-0.158460602	-0.005358595	0.155239133	0.324018625	0.916266485
N-2-Furoylglycine	PKM1	-0.15364861	0.069951798	0.013275673	0.058775148	0.334901941	0.923625313
cis-4-Hydroxy-D-proline;trans-4-Hydroxy-L-proline	PKM1	-0.160188807	0.032654583	-0.012109032	0.046761128	0.338424628	0.926739801
Nicotinic acid	PKM1	-0.159460389	0.072996545	0.010842896	0.064995648	0.338933819	0.927058938
Guanosine 5-triphosphate	PKM1	-0.536612774	0.380685189	0.030266357	0.371938537	0.346120061	0.933245463
Phosphocholine	PKM1	-0.115509498	0.097121953	0.026267668	0.075211411	0.34615768	0.933277923
D-Raffinose	PKM1	-0.153190045	0.11661751	-0.009454494	0.13411889	0.347216615	0.934062353
L-Arabitol;2-Deoxy-D-ribonic acid	PKM1	-0.086672073	0.087268815	-0.021824492	0.116615186	0.349531563	0.935875419
NADPH	PKM1	-0.198167935	0.454202128	0.036714131	0.449340609	0.352830764	0.938349818
L-Carnosine	PKM1	-0.119380892	-0.089693952	0.00283681	0.099888428	0.35426871	0.939330042
5-Methoxy-3-indoleacetic acid	PKM1	-0.00352186	0.145263453	0.04685831	0.106419841	0.355128255	0.939743889
Xanthine	PKM1	0.08112281	-0.085696611	0.069791626	0.169260985	0.358289079	0.942147757
S-Lactoylglutathione	PKM1	-0.015758099	0.115884761	-0.068842088	0.201720438	0.359794503	0.943139558
3-Aminoisobutyric acid;L-2-Aminobutyric acid	PKM1	-0.202782824	-0.142281193	-0.013679986	0.141441063	0.363233397	0.945893514
Indole-3-acetic acid	PKM1	-0.063083086	0.110906268	0.028356889	0.091129206	0.365015325	0.946666566
2-Aminoadipic acid	PKM1	-0.189475039	0.030814075	-0.019024075	0.056131841	0.374607114	0.952953667
Anthranilate	PKM1	-0.127767208	0.072504358	0.012927819	0.067096532	0.374582291	0.952953667
Uric acid	PKM1	0.126615139	0.259892299	0.110608021	0.169137986	0.377442547	0.954896188
Orotic acid	PKM1	-0.096086044	0.116185494	-0.028041092	0.164199018	0.379745951	0.955441163
Flavin adenine dinucleotide	PKM1	-0.061971898	-0.214024109	-0.055620126	0.181585046	0.383022667	0.957985083
S-(5-Adenosyl)-L-methionine	PKM1	-0.273458991	0.181211114	-0.030738647	0.244559805	0.386129315	0.959356388
6-Phosphogluconic acid	PKM1	0.046589899	-0.232095	0.007493016	0.277112753	0.387265646	0.959676102
L-Dihydroorotic acid	PKM1	-0.151594822	0.111308004	0.021384297	0.105111075	0.39226818	0.962276914
L-Phenylalanine	PKM1	-0.09806412	0.023074994	-0.012180806	0.041827534	0.399292776	0.96582373
Phosphatidic Acid	PKM1	0.088196631	0.286691052	0.062670328	0.268718636	0.40447104	0.968843669
D-Glutamic acid	PKM1	-0.009809235	0.073243283	-0.043578045	0.142950239	0.413804577	0.973581805
4-Phenylbutanoic acid	PKM1	-0.044544609	0.073575099	-0.014002492	0.108103323	0.41786628	0.97592532
Folinic acid	PKM1	-0.106494921	-0.13839169	-0.010280034	0.159250528	0.42112782	0.977760022
